,GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
112,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,EUR,Europe,,BIH,Bosnia and Herzegovina,,FMLE,Female,,21.6,21.56212,,,,,
113,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,EUR,Europe,,BIH,Bosnia and Herzegovina,,BTSX,Both sexes,,76.8,76.75007,,,,,
114,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,EUR,Europe,,BIH,Bosnia and Herzegovina,,BTSX,Both sexes,,20.2,20.16114,,,,,
115,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,EUR,Europe,,BLR,Belarus,,MLE,Male,,69.7,69.65255,,,,,
116,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,EUR,Europe,,BLR,Belarus,,MLE,Male,,16.0,16.03965,,,,,
117,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,EUR,Europe,,BLR,Belarus,,FMLE,Female,,22.5,22.48084,,,,,
118,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,EUR,Europe,,BLR,Belarus,,BTSX,Both sexes,,68.8,68.84592,,,,,
119,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,EUR,Europe,,BLR,Belarus,,BTSX,Both sexes,,19.7,19.71866,,,,,
120,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,AMR,Americas,,BLZ,Belize,,MLE,Male,,67.2,67.17996,,,,,
121,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,AMR,Americas,,BLZ,Belize,,MLE,Male,,20.3,20.31975,,,,,
122,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,AMR,Americas,,BLZ,Belize,,FMLE,Female,,74.0,74.01778,,,,,
123,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,AMR,Americas,,BLZ,Belize,,FMLE,Female,,20.7,20.72923,,,,,
124,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,AMR,Americas,,BLZ,Belize,,BTSX,Both sexes,,70.3,70.34421,,,,,
125,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,AMR,Americas,,BLZ,Belize,,BTSX,Both sexes,,18.7,18.73611,,,,,
126,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,AMR,Americas,,BOL,Bolivia (Plurinational State of),,MLE,Male,,64.8,64.81239,,,,,
127,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,AMR,Americas,,BOL,Bolivia (Plurinational State of),,MLE,Male,,17.2,17.19475,,,,,
128,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,AMR,Americas,,BOL,Bolivia (Plurinational State of),,FMLE,Female,,18.4,18.36396,,,,,
129,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,AMR,Americas,,BOL,Bolivia (Plurinational State of),,FMLE,Female,,71.2,71.24718,,,,,
130,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,AMR,Americas,,BOL,Bolivia (Plurinational State of),,BTSX,Both sexes,,17.8,17.79955,,,,,
131,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,AMR,Americas,,BOL,Bolivia (Plurinational State of),,BTSX,Both sexes,,70.3,70.34061,,,,,
132,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,AMR,Americas,,BRA,Brazil,,MLE,Male,,18.0,17.95599,,,,,
133,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,AMR,Americas,,BRA,Brazil,,MLE,Male,,70.6,70.57493,,,,,
134,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,AMR,Americas,,BRA,Brazil,,FMLE,Female,,77.7,77.6834,,,,,
135,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,AMR,Americas,,BRA,Brazil,,FMLE,Female,,22.4,22.42419,,,,,
136,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,AMR,Americas,,BRA,Brazil,,BTSX,Both sexes,,74.1,74.09258,,,,,
137,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,AMR,Americas,,BRA,Brazil,,BTSX,Both sexes,,20.8,20.81183,,,,,
138,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,AMR,Americas,,BRB,Barbados,,MLE,Male,,74.5,74.46426,,,,,
139,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,AMR,Americas,,BRB,Barbados,,MLE,Male,,20.8,20.80834,,,,,
140,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,AMR,Americas,,BRB,Barbados,,FMLE,Female,,21.7,21.69327,,,,,
141,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,AMR,Americas,,BRB,Barbados,,FMLE,Female,,77.4,77.35789,,,,,
142,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,AMR,Americas,,BRB,Barbados,,BTSX,Both sexes,,21.3,21.29921,,,,,
143,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,AMR,Americas,,BRB,Barbados,,BTSX,Both sexes,,76.2,76.21642,,,,,
144,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,BRN,Brunei Darussalam,,MLE,Male,,18.4,18.40824,,,,,
145,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,BRN,Brunei Darussalam,,MLE,Male,,73.4,73.37622,,,,,
146,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,BRN,Brunei Darussalam,,FMLE,Female,,75.5,75.50254,,,,,
147,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,BRN,Brunei Darussalam,,FMLE,Female,,19.4,19.35874,,,,,
148,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,BRN,Brunei Darussalam,,BTSX,Both sexes,,74.4,74.40452,,,,,
149,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,BRN,Brunei Darussalam,,BTSX,Both sexes,,19.0,19.02835,,,,,
150,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,BTN,Bhutan,,MLE,Male,,71.1,71.05044,,,,,
151,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,BTN,Bhutan,,MLE,Male,,18.7,18.71894,,,,,
152,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,BTN,Bhutan,,MLE,Male,,72.0,72.03266,,,,,
153,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,BTN,Bhutan,,FMLE,Female,,19.7,19.71625,,,,,
154,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,BTN,Bhutan,,FMLE,Female,,74.4,74.38692,,,,,
155,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,BTN,Bhutan,,BTSX,Both sexes,,19.2,19.16051,,,,,
156,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,BTN,Bhutan,,BTSX,Both sexes,,73.1,73.1091,,,,,
157,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,AFR,Africa,,BWA,Botswana,,MLE,Male,,58.9,58.94968,,,,,
158,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,AFR,Africa,,BWA,Botswana,,MLE,Male,,14.2,14.16167,,,,,
159,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,AFR,Africa,,BWA,Botswana,,FMLE,Female,,65.5,65.45545,,,,,
160,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,AFR,Africa,,BWA,Botswana,,FMLE,Female,,18.0,17.97302,,,,,
161,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,AFR,Africa,,BWA,Botswana,,BTSX,Both sexes,,62.2,62.24785,,,,,
162,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,AFR,Africa,,BWA,Botswana,,BTSX,Both sexes,,16.2,16.24883,,,,,
163,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,AFR,Africa,,CAF,Central African Republic,,MLE,Male,,11.3,11.31051,,,,,
164,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,AFR,Africa,,CAF,Central African Republic,,FMLE,Female,,45.5,45.52407,,,,,
165,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,AFR,Africa,,CAF,Central African Republic,,FMLE,Female,,14.9,14.85052,,,,,
166,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,AFR,Africa,,CAF,Central African Republic,,BTSX,Both sexes,,44.3,44.33932,,,,,
167,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2019,2019,,AFR,Africa,,CAF,Central African Republic,,BTSX,Both sexes,,13.2,13.16634,,,,,
168,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,AMR,Americas,,CAN,Canada,,MLE,Male,,76.5,76.54477,,,,,
169,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,AMR,Americas,,CAN,Canada,,FMLE,Female,,81.5,81.548,,,,,
170,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,AMR,Americas,,CAN,Canada,,FMLE,Female,,24.3,24.26888,,,,,
171,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,AMR,Americas,,CAN,Canada,,BTSX,Both sexes,,79.1,79.09756,,,,,
172,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,AMR,Americas,,CAN,Canada,,BTSX,Both sexes,,22.5,22.51449,,,,,
173,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,EUR,Europe,,CHE,Switzerland,,MLE,Male,,76.9,76.89114,,,,,
174,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,EUR,Europe,,CHE,Switzerland,,MLE,Male,,20.8,20.83634,,,,,
175,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,EUR,Europe,,CHE,Switzerland,,FMLE,Female,,24.8,24.80434,,,,,
176,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,EUR,Europe,,CHE,Switzerland,,FMLE,Female,,84.2,84.18406,,,,,
177,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,EUR,Europe,,CHE,Switzerland,,BTSX,Both sexes,,23.0,22.99131,,,,,
178,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,EUR,Europe,,CHE,Switzerland,,BTSX,Both sexes,,82.2,82.1935,,,,,
179,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2000,2000,,AMR,Americas,,CHL,Chile,,MLE,Male,,19.2,19.24646,,,,,
180,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,AMR,Americas,,CHL,Chile,,MLE,Male,,75.5,75.4846,,,,,
181,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,AMR,Americas,,CHL,Chile,,MLE,Male,,20.4,20.40373,,,,,
182,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,AMR,Americas,,CHL,Chile,,FMLE,Female,,81.3,81.30399,,,,,
183,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,AMR,Americas,,CHL,Chile,,FMLE,Female,,24.2,24.21569,,,,,
184,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,AMR,Americas,,CHL,Chile,,BTSX,Both sexes,,78.5,78.46236,,,,,
185,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,AMR,Americas,,CHL,Chile,,BTSX,Both sexes,,22.5,22.45455,,,,,
186,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,CHN,China,,MLE,Male,,17.9,17.85859,,,,,
187,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,CHN,China,,MLE,Male,,73.9,73.85298,,,,,
188,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,CHN,China,,FMLE,Female,,21.5,21.52052,,,,,
189,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,CHN,China,,FMLE,Female,,79.9,79.87157,,,,,
190,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,CHN,China,,BTSX,Both sexes,,19.6,19.57869,,,,,
191,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,CHN,China,,BTSX,Both sexes,,76.6,76.64185,,,,,
192,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,AFR,Africa,,CIV,Côte d'Ivoire,,MLE,Male,,58.0,57.98104,,,,,
193,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,AFR,Africa,,CIV,Côte d'Ivoire,,MLE,Male,,15.1,15.06924,,,,,
194,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,AFR,Africa,,CIV,Côte d'Ivoire,,FMLE,Female,,63.0,62.9637,,,,,
195,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,AFR,Africa,,CIV,Côte d'Ivoire,,FMLE,Female,,18.1,18.14327,,,,,
196,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,AFR,Africa,,CIV,Côte d'Ivoire,,BTSX,Both sexes,,60.2,60.19939,,,,,
197,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,AFR,Africa,,CIV,Côte d'Ivoire,,BTSX,Both sexes,,16.4,16.39392,,,,,
198,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,AFR,Africa,,CMR,Cameroon,,MLE,Male,,15.0,15.02234,,,,,
199,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,AFR,Africa,,CMR,Cameroon,,MLE,Male,,60.3,60.28629,,,,,
200,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,AFR,Africa,,CMR,Cameroon,,FMLE,Female,,17.7,17.71414,,,,,
201,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,AFR,Africa,,CMR,Cameroon,,FMLE,Female,,64.5,64.49857,,,,,
202,WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977,PUBLISHED,Published,,2015,2015,,AFR,Africa,,CMR,Cameroon,,BTSX,Both sexes,,16.4,16.40722,,,,,
203,WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,AFR,Africa,,CMR,Cameroon,,BTSX,Both sexes,,62.4,62.35601,,,,,
